uniq_id,split_flag,score,apply_date,raw_label_mob3,sample_logloss
7dac2aea9bccdac7a642eed97a234891f569b08aa26d57d4d8b8cf93d15c187020241204,1.train,0.02446822044551552,20241204,1.0,3.7103801280986937
7f8d5d6e6459f122f4461463b5bb28e7e6f71945d5bdcaf8ee0e6c812e53b7ad20241211,2.valid,0.02520627959480909,20241211,1.0,3.680662125237296
41483374ee827f61a73665f68004c52f5f9274fac9ad3e9d2286dd1af440ac9b20251011,3.oot,0.025576169136949226,20251011,1.0,3.666094254134592
1b8607df5b47a5e4097ab1e918ba541c4ada47c9026a0ae3674f91fa3e37032120250426,1.train,0.02598967562478481,20250426,1.0,3.6500559111767346
b1aef1c34e2eff83832b3237714e3a47296dd79dcabdf1667870a870f6c6d53720241112,1.train,0.027289986456286414,20241112,1.0,3.6012354405505285
8bccd1af6b55d1c44340e9e639e8672c8c7af3c1f7fba777d5daea50f793f6f520250512,1.train,0.027452203787660383,20250512,1.0,3.5953088305456866
2d1939f4fe3256b71a0e020412ba9e0bc9a8f781ee09a679abf67d08e546c2c120241016,2.valid,0.02759291787146054,20241016,1.0,3.590196138046278
54dacdb86696375c992381dc3871c78f13cb382b97f7dc542f74893d9f184e4320250120,1.train,0.02788344164618482,20250120,1.0,3.5797222557234107
29f41a8495dd77f8ae40cc897394bb502161f5d1a1a880aa160130ade145ad1b20241205,1.train,0.028171472698354613,20241205,1.0,3.569445419498528
2ba77c43a23c6e7e16ca30fac08c21ea18935d299dc0be4c5a44af63c26962c620250329,1.train,0.028279580529412762,20250329,1.0,3.5656152708285256
0a3ce05b6939fe8727b387a193c33d4abf8c8f2e1a2aa816e9aa3228d0797b0120250429,1.train,0.028555981488140945,20250429,1.0,3.555888855607263
9ac163987f67311850387d5d49e3d272ebff11c64a9f4a7d89c3b02a2287e6d420250126,1.train,0.029154712966316925,20250126,1.0,3.5351386994493663
ff4214d3c164da92b105216f3c1e27b3761aa7b249a0af5f0722215e6764a38820251031,3.oot,0.029171654850588112,20251031,1.0,3.5345577654607854
3e785e1207f2fc682653f6a619714b1035dcd9e42399501049c9f6fb1d1fc30a20241202,1.train,0.029505565472168475,20241202,1.0,3.523176373356929
4b3766a46e5b5b0fddbceb63c5a93f258ef11f0c420d2da0bf5405bbc7b9fd5b20250614,2.valid,0.029534458532272795,20250614,1.0,3.5221976114780817
1a2a57188aeb34b243e5834444a48d05d46023631458bf77091a5a7886071be420241027,1.train,0.029668009201444405,20241027,1.0,3.5176859449607654
9cd5d8edc89d480867f542af1386d2dc72a2b55a3316e4a5dd79fdb08887e4b020250502,1.train,0.03001905677940573,20250502,1.0,3.5059228730104137
9b3df20da47ce653affac5f5f6e1a5e1780693af1617aeab3f49bcb07540741f20251001,3.oot,0.03002904625078767,20251001,1.0,3.5055901573717843
bd04417bf88677203dfb061d23f9243fc89143988df543181a65cec964f6796820241202,1.train,0.03007633913151855,20241202,1.0,3.5040164917113836
ef32000d294b92f2c7a22aff67f4b1d7c92c39403429c05e7ebb96d4aec21b0420250131,2.valid,0.03013138057594039,20250131,1.0,3.502188106247763
a0bfb644c58a2e0b51bd23d1dde73138c7581dde68c6ffd314d1983f05d6624720241210,2.valid,0.030293024233231,20241210,1.0,3.4968378162979814
d65bfedaa9fdde39c3f228f6987870cbaf3094b7a9c114a98dc37bd43035e3db20250917,3.oot,0.030640089724346363,20250917,1.0,3.4854460057737477
22e22a6a9499d94ce98b8be717cf517563597863d9bfab76ca81cd84717b30f220250804,3.oot,0.03080455000489313,20250804,1.0,3.480092872481636
5833cbc33b8510cfefc24300d2ab7dd78168b34534e381fee522d8674eef435120250115,2.valid,0.03094855058358356,20250115,1.0,3.475429111850118
17137a60c314344cdc0a4ad334fb710f978a94b2f9ed3e221f4cfaa6b9241d5620250911,3.oot,0.03095135627278597,20250911,1.0,3.4753384593969296
30bd98fabf807d869d6a673b663127a8d0870230a8441fad93935fb62b77887d20250806,3.oot,0.03104730523453192,20250806,1.0,3.4722432623067205
4c6b6086e4bfc4b6c7ecb53543a9e8d9854d7c7f8f6ebc39abdd3d53fc15516320251019,3.oot,0.0313341571283125,20251019,1.0,3.4630464943967314
d1314951dc37c1a3a56cf0299ec5ae919421844f0a31b994cec427c24560a47720241028,1.train,0.03149149345579616,20241028,1.0,3.4580378186426968
414842c5016a95a9f4d8b0d9b0275363a5a5268d5d261d2955d491a7a5d0c38b20251030,3.oot,0.03154016881937682,20251030,1.0,3.4564933449131607
d385f8e4208dcca1999da1b37259a304d4a02485941bb1f6b29fd3130c1151ee20250511,2.valid,0.03173947170444552,20250511,1.0,3.4501942084948105
faaad6b6375be3b50b259165d0489b7b69a9808ade1e50e2c36b03c08f05773520251026,3.oot,0.03174169895713752,20251026,1.0,3.450124037996387
23f8b3609758b6cd9b44ad8be3b14e98b71640b8a3fc02fd5dc475d950f698fa20241214,2.valid,0.032100902443299384,20241214,1.0,3.4388711357429207
c11f198e473642fcab52e01776c8758a1bfdcdd72c16848fd8599b8f67e8816d20250520,2.valid,0.032178075588653605,20250520,1.0,3.436469940677378
9ed0bc2bb1c090cfe27b410dddf9406c05a221bb1f5e7693aa76e63f730f921720250531,1.train,0.03223533375733701,20250531,1.0,3.4346921063926827
d3298b1e149c4ab008713126d04b8f54ded33ec998a3edf350640d9a2d11b24e20250803,3.oot,0.032254455277844825,20250803,1.0,3.4340990971317056
123767a97d8afe1a0d87166566597f8286eff202f11a5a89209866e74352a93a20250911,3.oot,0.032462396572083684,20250911,1.0,3.4276728880720095
db153f123f8eb64a728053d8344fdae995e77e96351f8f135492468e1ee9203f20250706,2.valid,0.03257599428506736,20250706,1.0,3.4241796334879306
9e65311f1e43219afb56884b8da86a9ddefc7270185a1dfc6a2668e30d614f2620250628,2.valid,0.032803797903239576,20250628,1.0,3.417210980562239
faa986b0beee9e1a922857297fe3e1379377708a4ae4159eb7ae08c1800cd41b20251006,3.oot,0.032838327633137286,20251006,1.0,3.4161589203859286
36160098a2b0927a08c26b96ff85c910927b7854fb8c5af2dcddfeab23ce8c4c20250605,1.train,0.032857478715060444,20250605,1.0,3.4155758974037878
56ed112b304a7eb0c4fe3170c864f387f38fb00e4d57337844cc79691e39d5c620241112,1.train,0.03295680182601913,20241112,1.0,3.4125576106263478
7d5d25fa252e9914856cdb693911c58a33d25036d893f84d7f51f63f4fa07b5c20241102,2.valid,0.03319450409364701,20241102,1.0,3.4053709561108256
acecdd06e1c6ddb6ff145e8d70e5afb7f614bceb8a7e1379d0ef26e1e6d0450d20251008,3.oot,0.03341711046984412,20251008,1.0,3.398687220658667
db01201445d5122f52a8d73413b404b8517e5a5c694c39db111f1fd3d9a316b120250828,3.oot,0.033437295404708946,20250828,1.0,3.3980833730823075
dd403a4d15e807b38a3d5db17c31ee64efbde9abe080de05285afcc724f8276620241022,1.train,0.033473543107143185,20241022,1.0,3.3969999101699804
e962f6702886076e79dd41ed31e37230b2f9a5dbda11a1880b4606b650bcb5cf20250626,2.valid,0.0336653708908362,20250626,1.0,3.391285539940688
1222ebb0b6ee02a52610b40c53d1ec5fbca7f66447a52040d57662d6a66a4f4020250921,3.oot,0.03377232883895293,20250921,1.0,3.3881134851930055
057d4d63e69510e5e68859fcb7521042cc140fbd12f791562f9216b9a9bf7e9d20251005,3.oot,0.033813302853860555,20251005,1.0,3.3869009783657034
ae4372a9447bc0844e80fd3d9e588a2c2215c61ff015138ab426769c5690a79020250114,1.train,0.03382685971327695,20250114,1.0,3.386500125999789
ddb42bfc8c90954f68de3ee3e60e655ed2fa86d951ff61ab0822ce87da84dcb220241113,1.train,0.03386393074150077,20241113,1.0,3.3854048209610705
911c4cf845cbed6aca55f3d29380945c381c7491028b8fdfb75c6fc9aebee4f020250210,2.valid,0.0338874429729546,20250210,1.0,3.3847107469930116
be1273c016f804cc01fe9520dcffa6ce528505a324f4e7589bc9f4610289152320241006,1.train,0.03389913918402748,20241006,1.0,3.384365657719684
f56b72f245de83932fe86b5f8557f957e8d27a989719169ce87c0867df0530e620241014,1.train,0.034059956825764424,20241014,1.0,3.379632871341926
9ae2379fd76f26fb75c01fe9d6b2a0776ecd65c46aec2a03c679689cc16290eb20250630,1.train,0.0341109283321767,20250630,1.0,3.3781374670856117
282ff7518c5409dfea473b45b29ddd42ab3598a0d0ca516422b2afd5705b6ac020250610,2.valid,0.034529344632651116,20250610,1.0,3.365945747411348
f83503f42e5fedceaba91a4fecf034a1ea91341edca0989b3d946ac3f07204b320250321,2.valid,0.03474354779412132,20250321,1.0,3.3597613992003854
ab421f79f5ff5cb64730f804caf257ded9da2e0b1faf0289087f6350e6de992120250205,2.valid,0.034957401102763117,20250205,1.0,3.35362507012391
cbb084e364ec9ba21bc7b37c131bb7e23001294637aa4569c2ad2057df32f37c20250904,3.oot,0.03504391037631524,20250904,1.0,3.351153421642903
5e624854b49fd73563e5f02febc2278125dc9429717b2264fc7eb6c4bd0cc44920241227,2.valid,0.03510877689770961,20241227,1.0,3.3493041257028233
017634c220f24deea3198a154c4a34875e0c186eaf69cb7bf35d89bdb084451b20250702,1.train,0.03518602061458054,20250702,1.0,3.3471064168909437
0d0e2053d99c9a062fb34d45d3ee5bcb8420b12e249bda945806eccf72bccae520250711,2.valid,0.03548479509758316,20250711,1.0,3.33865098136079
51883e0ba6d41c52a2f4090b307d5448d9f0065afb8dd44c46b002d39116ebf020250104,1.train,0.03552137879044283,20250104,1.0,3.3376205443130367
ba0606436e8a3747bc3fdb798413ef3d37e8c289837eba3f46514a5edcf0b2b120250622,2.valid,0.03565094868886348,20250622,1.0,3.3339795212875867
498678327150a8929508729d6be5298b1a719c73e2a7fe90bc39a82a0c21e6ff20250908,3.oot,0.035692887942577904,20250908,1.0,3.332803827337681
