bin,bin_range,min_value,max_value,total_count,sample_pct,label_0_count,label_1_count,prob_label_0,prob_label_1,lift_label_0,lift_label_1,feature_name
1,"[193200.9990, 200101.0000]",193200.999,200101.0,63261,0.16758369118040525,30457,32804,0.48144986642639226,0.5185501335736078,1.8292187471937236,0.7037865610553461,brith_mon
2,"[200101.0000, 200205.0000]",200101.0,200205.0,60359,0.1598960499511244,22070,38289,0.3656455541012939,0.634354445898706,1.3892322940178485,0.8609584783875998,brith_mon
3,"[200205.0000, 200307.0000]",200205.0,200307.0,61091,0.16183517930323799,17996,43095,0.29457694259383543,0.7054230574061646,1.1192144882774329,0.9574142122760817,brith_mon
4,"[200307.0000, 200409.0000]",200307.0,200409.0,63246,0.16754395492318983,7794,55452,0.12323308983967365,0.8767669101603264,0.4682113215287461,1.18996549918209,brith_mon
5,"[200409.0000, 200803.0000]",200409.0,200803.0,57583,0.15254219328245328,2592,54991,0.0450132851709706,0.9549867148290294,0.17102330034627872,1.296126974746329,brith_mon
6,Missing,,,71949,0.19059893135958927,18446,53503,0.25637604414237863,0.7436239558576214,0.974074143498187,1.0092612318980696,brith_mon
1,"[-0.0010, 1.0000]",-0.001,1.0,152938,0.40514558040101833,27540,125398,0.1800729707463155,0.8199270292536845,0.6841685436470827,1.1128212816338316,wifi_tag
6,Missing,,,224551,0.5948544195989817,71815,152736,0.3198159883500853,0.6801840116499147,1.2151076204145272,0.9231592770884346,wifi_tag
1,"[0.9990, 5.0000]",0.999,5.0,34206,0.09061456095409402,6182,28024,0.18072852715897797,0.8192714728410221,0.6866592621278792,1.1119315474242077,year_college_wifi_cnt
2,"[5.0000, 17.0000]",5.0,17.0,28551,0.07563399198387238,4989,23562,0.17473993905642535,0.8252600609435746,0.6639062438173313,1.1200593783770738,year_college_wifi_cnt
3,"[17.0000, 46.0000]",17.0,46.0,29645,0.07853208967678528,5208,24437,0.1756788665879575,0.8243211334120425,0.6674736014233958,1.118785047245495,year_college_wifi_cnt
4,"[46.0000, 124.0000]",46.0,124.0,30122,0.07979570265623634,5459,24663,0.18122966602483234,0.8187703339751676,0.6885632871828085,1.111251391782206,year_college_wifi_cnt
5,"[124.0000, 3555.0000]",124.0,3555.0,30414,0.08056923513003028,5702,24712,0.1874794502531729,0.8125205497468271,0.7123086930362839,1.1027690602493043,year_college_wifi_cnt
6,Missing,,,224551,0.5948544195989817,71815,152736,0.3198159883500853,0.6801840116499147,1.2151076204145272,0.9231592770884346,year_college_wifi_cnt
1,"[0.9990, 3.0000]",0.999,3.0,37484,0.09929825769757529,6794,30690,0.18125066695123251,0.8187493330487675,0.6886430780207721,1.1112228889069522,year_college_wifi_days
2,"[3.0000, 8.0000]",3.0,8.0,23749,0.0629130915073022,4211,19538,0.17731272895700873,0.8226872710429913,0.6736812917442733,1.1165675367223993,year_college_wifi_days
3,"[8.0000, 22.0000]",8.0,22.0,32003,0.08477862931105277,5698,26305,0.17804580820548074,0.8219541917945192,0.6764665501854836,1.115572586977217,year_college_wifi_days
4,"[22.0000, 51.0000]",22.0,51.0,29320,0.07767113743711737,5290,24030,0.18042291950886766,0.8195770804911323,0.6854981376124296,1.112346324208896,year_college_wifi_days
5,"[51.0000, 331.0000]",51.0,331.0,30382,0.08048446444797067,5547,24835,0.1825752090053321,0.8174247909946679,0.6936755379418632,1.1094251940711535,year_college_wifi_days
6,Missing,,,224551,0.5948544195989817,71815,152736,0.3198159883500853,0.6801840116499147,1.2151076204145272,0.9231592770884346,year_college_wifi_days
1,"[-0.0010, 2.0000]",-0.001,2.0,62024,0.16430677450203848,10842,51182,0.17480330194763316,0.8251966980523668,0.6641469845393799,1.119973381000129,year_night_college_wifi_cnt
2,"[2.0000, 9.0000]",2.0,9.0,32210,0.08532698966062588,5731,26479,0.1779261099037566,0.8220738900962434,0.6760117689241526,1.1157350438944569,year_night_college_wifi_cnt
3,"[9.0000, 27.0000]",9.0,27.0,28930,0.07663799474951588,5243,23687,0.18123055651572761,0.8187694434842724,0.6885666705104474,1.111250183190241,year_night_college_wifi_cnt
4,"[27.0000, 1767.0000]",27.0,1767.0,29774,0.07887382148883809,5724,24050,0.1922482703029489,0.8077517296970511,0.7304273293582595,1.096296722772513,year_night_college_wifi_cnt
6,Missing,,,224551,0.5948544195989817,71815,152736,0.3198159883500853,0.6801840116499147,1.2151076204145272,0.9231592770884346,year_night_college_wifi_cnt
1,"[-0.0010, 2.0000]",-0.001,2.0,73007,0.19340166203518513,12809,60198,0.17544892955470023,0.8245510704452997,0.6665999795548713,1.1190971223630544,year_night_college_wifi_days
2,"[2.0000, 5.0000]",2.0,5.0,20867,0.0552784319543086,3676,17191,0.17616332007475918,0.8238366799252408,0.669314232114144,1.1181275373320028,year_night_college_wifi_days
3,"[5.0000, 15.0000]",5.0,15.0,29729,0.07875461271719177,5405,24324,0.18180900803928823,0.8181909919607118,0.6907644369759235,1.1104650972705858,year_night_college_wifi_days
4,"[15.0000, 289.0000]",15.0,289.0,29335,0.07771087369433281,5650,23685,0.19260269302880517,0.8073973069711948,0.7317739216823576,1.0958156931955438,year_night_college_wifi_days
6,Missing,,,224551,0.5948544195989817,71815,152736,0.3198159883500853,0.6801840116499147,1.2151076204145272,0.9231592770884346,year_night_college_wifi_days
